Inflight wifi service,Online boarding,Business Travel,Inflight entertainment,Loyal Customer,Checkin service,Flight Distance,Age,Class
2,2,0,2,1,5,1120,31,1
4,4,1,4,1,3,3109,46,3
2,5,0,2,1,4,528,59,1
2,2,1,2,0,4,364,23,1
1,1,1,3,0,4,1056,27,1
5,4,1,5,1,3,2484,44,3
4,4,1,3,1,3,1931,45,3
1,5,1,2,1,3,3690,44,3
3,3,0,1,1,2,655,59,1
1,5,1,5,1,5,3740,66,3
2,3,1,1,0,3,620,22,1
5,5,1,5,1,4,631,44,3
3,3,1,3,0,1,1728,25,2
1,1,1,1,1,3,666,23,3
4,3,1,4,1,2,637,22,3
1,4,1,4,1,4,2238,52,3
2,3,0,5,1,4,1222,46,1
1,1,1,1,1,4,283,73,1
3,3,1,4,0,2,472,54,1
1,5,1,5,1,4,229,41,3
3,3,1,3,1,4,862,27,2
2,2,1,5,0,3,1096,11,1
3,4,1,3,1,1,109,46,1
4,5,1,3,0,2,2454,20,3
2,2,1,5,0,1,399,18,1
4,5,1,4,1,3,1744,46,3
4,3,1,4,1,1,212,66,1
1,1,0,5,1,1,731,28,1
5,5,1,5,1,5,1717,26,3
2,3,1,1,1,2,1709,68,3
4,4,1,2,0,5,622,29,1
5,1,1,5,1,3,1775,78,3
1,2,1,1,1,2,1585,41,3
4,4,1,4,0,5,1141,15,1
3,5,1,5,1,3,235,55,3
1,4,1,1,1,1,2787,38,3
3,4,1,5,1,3,2174,45,3
3,3,1,3,0,4,288,26,3
5,1,1,4,1,2,2883,44,3
2,0,0,1,1,5,266,24,1
4,3,1,4,1,4,3024,36,3
2,2,1,3,0,3,414,35,3
1,1,0,5,1,4,733,53,1
4,4,1,4,1,3,222,34,1
4,1,1,4,1,2,255,61,1
2,3,0,5,1,4,280,18,3
4,5,1,5,1,5,1119,25,3
3,3,0,1,1,4,651,36,1
1,1,1,3,1,1,689,50,2
3,2,1,3,0,3,1192,27,3
2,5,1,3,1,5,2253,59,3
3,2,1,3,1,1,644,27,3
4,5,1,5,1,5,390,59,3
2,3,1,2,1,3,293,65,3
2,5,1,5,1,1,1694,23,3
4,4,1,4,0,2,212,35,1
5,4,1,4,1,4,405,47,3
1,1,1,4,0,5,500,28,3
2,5,1,5,1,5,2907,40,3
4,4,0,5,1,3,1744,41,2
3,3,1,4,1,2,604,49,1
2,2,1,2,1,2,813,34,1
3,4,0,1,1,3,2174,64,1
2,2,1,1,0,2,546,36,1
3,3,0,2,1,2,1145,55,1
5,5,1,5,1,5,1981,48,3
2,3,1,2,1,1,421,65,3
3,4,1,5,1,4,1936,58,3
4,4,1,4,1,3,1212,28,3
3,3,1,4,0,2,546,39,1
2,5,1,1,1,4,846,51,3
2,2,1,4,0,2,224,30,1
5,5,1,5,1,5,3494,48,3
2,2,0,3,1,3,1236,36,1
3,0,0,4,1,5,236,19,1
1,5,1,4,1,4,3888,59,3
5,1,1,3,1,4,3629,43,3
2,2,0,1,1,4,361,27,1
3,4,1,4,1,4,728,60,3
1,1,1,4,0,3,136,24,1
2,2,1,2,1,1,1075,36,1
4,5,1,3,1,5,3927,48,3
5,5,1,5,1,1,1808,35,3
3,3,1,1,0,3,449,32,1
5,5,1,4,0,3,414,25,3
1,5,1,5,1,4,1126,60,3
2,2,0,4,1,3,265,16,1
2,3,1,3,1,4,2370,58,3
5,3,1,5,1,5,153,51,3
2,2,1,2,1,1,373,51,3
3,3,1,3,0,4,425,33,3
3,3,1,2,0,3,250,40,3
2,5,1,4,1,3,1816,55,3
4,4,1,4,1,3,1927,52,3
3,4,0,3,1,5,2165,44,1
2,3,1,2,1,2,3401,55,3
2,2,0,2,1,4,177,28,1
2,5,1,5,1,5,3455,21,3
4,4,1,4,1,2,1785,35,3
3,4,1,4,1,5,3220,39,3
3,3,0,1,1,4,373,18,1
3,3,0,5,1,5,406,52,1
1,1,1,1,0,4,297,23,1
4,4,0,3,1,5,737,24,1
4,4,1,4,1,3,156,36,1
3,5,1,4,1,3,3055,53,3
3,4,1,4,1,4,547,30,3
2,2,1,3,0,1,351,28,3
0,5,1,2,1,3,337,47,3
1,4,1,5,1,1,3922,47,3
0,0,1,2,0,3,679,28,3
4,4,0,2,1,4,192,28,1
3,3,1,1,0,4,752,22,1
2,5,1,2,1,5,2419,43,3
4,4,1,4,1,2,601,49,1
0,5,1,5,1,5,189,56,3
5,0,0,2,1,4,152,19,1
3,4,1,5,1,5,2133,47,3
4,4,1,4,1,5,2494,58,3
4,4,0,1,1,5,842,36,1
4,4,1,5,0,4,1189,22,3
4,5,0,5,1,2,871,34,1
1,4,1,4,1,5,733,54,3
3,3,0,5,1,4,1576,18,1
4,3,0,4,1,4,319,52,1
3,5,1,4,1,5,1598,60,3
1,1,1,5,0,2,140,36,3
3,5,1,4,1,5,3451,47,3
5,5,1,5,1,1,852,52,2
1,1,0,5,1,3,227,32,3
5,5,1,5,1,1,265,38,2
0,5,1,1,1,4,1975,52,3
3,3,1,4,1,2,1569,74,3
1,3,1,1,1,1,312,57,3
1,2,1,4,1,3,837,39,3
5,5,1,5,1,4,197,42,3
1,5,1,3,1,4,872,52,3
5,5,1,5,1,4,1674,27,3
2,2,1,2,1,1,641,59,1
2,2,1,4,0,1,170,29,1
0,5,1,4,1,4,3634,55,3
1,0,1,3,0,3,2565,25,3
3,3,1,3,0,2,107,55,2
2,2,0,2,1,1,1076,40,1
1,4,0,4,1,3,187,50,1
4,4,1,2,0,2,1010,62,1
3,3,0,2,1,5,733,68,1
4,4,1,4,1,3,612,44,3
2,2,0,5,1,3,237,29,1
2,2,0,1,1,3,710,16,1
2,4,0,1,1,2,361,52,1
1,1,1,1,1,2,859,16,1
1,3,1,1,1,2,1771,71,2
4,5,1,5,1,5,1538,60,3
1,4,1,5,1,5,1822,50,3
1,1,1,1,0,1,208,62,1
3,3,0,5,1,4,436,29,1
5,4,1,4,1,3,481,33,3
4,4,1,4,1,1,2355,48,1
5,5,1,5,1,4,2553,34,3
4,3,1,4,1,3,1400,48,3
4,4,1,5,1,3,3491,51,3
2,4,1,4,1,3,3572,50,3
4,4,0,2,1,3,187,58,1
4,3,1,4,1,4,448,48,1
3,3,1,4,0,1,259,37,1
5,5,1,5,1,3,182,63,1
2,5,0,5,1,4,569,65,2
4,4,1,4,1,1,879,23,3
1,4,0,2,1,4,201,64,1
2,2,0,4,1,3,250,34,1
4,4,0,4,1,1,447,41,1
1,1,0,2,1,3,472,46,1
1,1,0,5,1,2,370,17,1
3,4,1,3,1,1,406,41,3
3,4,1,4,0,5,500,28,1
1,5,0,5,1,3,190,44,1
1,2,0,3,1,3,308,34,1
5,5,1,5,1,3,577,47,3
2,2,1,2,1,1,342,38,2
3,3,0,4,1,2,308,15,3
3,5,1,5,1,3,1166,38,3
3,3,0,2,1,1,409,16,1
3,3,1,3,1,1,67,75,2
2,5,1,4,1,4,3494,46,3
3,2,0,4,1,5,1013,59,1
3,0,0,3,1,2,95,43,1
4,4,0,5,1,1,452,67,1
1,1,1,3,0,1,449,24,1
3,3,0,5,1,5,1299,30,1
4,4,1,4,0,3,1825,48,3
4,4,1,4,1,1,1992,40,3
2,4,0,4,1,1,280,60,1
0,0,1,3,0,2,273,37,1
3,3,1,3,1,3,628,53,3
3,4,1,3,1,4,3270,38,3
0,4,1,3,1,5,3166,43,3
1,1,1,5,0,4,391,44,3
2,2,0,2,1,4,759,69,1
2,2,1,2,1,1,101,42,1
3,5,1,4,1,5,954,40,3
5,4,1,4,1,5,1794,46,3
2,5,1,5,1,4,2106,43,3
4,4,0,3,1,3,387,49,1
4,1,0,3,1,4,305,18,1
2,3,1,2,1,2,571,37,2
1,4,1,4,1,5,1372,53,3
2,2,1,3,0,4,296,57,1
2,2,1,3,0,5,67,25,3
3,3,1,3,0,2,977,43,1
2,2,1,2,1,4,2836,29,3
3,3,0,2,1,3,1009,65,1
3,3,1,3,0,3,425,23,1
2,3,1,0,1,3,184,53,3
1,5,1,5,1,1,2297,59,3
1,4,1,4,1,4,1988,47,3
4,4,0,1,1,4,1774,25,2
3,3,1,3,0,3,347,38,3
2,4,1,5,1,3,1523,54,3
1,2,1,4,1,2,1372,33,3
4,4,0,2,1,1,997,39,1
3,3,0,3,1,5,425,48,2
4,4,0,3,1,5,985,26,1
2,5,0,3,1,4,581,48,1
1,1,0,3,1,3,119,29,1
4,4,1,4,1,5,527,41,1
1,3,0,2,1,4,1128,55,1
0,4,1,2,1,4,235,36,3
4,4,0,5,1,4,590,36,1
3,3,0,3,1,3,1746,13,1
4,4,0,3,1,4,991,7,1
3,3,1,3,1,2,620,36,1
1,1,1,3,0,5,137,37,1
3,3,0,2,1,1,1452,22,1
3,3,1,3,1,3,1199,31,1
1,4,0,2,1,3,216,67,1
1,1,1,3,0,4,697,30,1
1,3,1,5,1,1,1614,53,3
1,1,1,1,1,4,516,33,1
2,3,1,2,1,3,2734,48,3
1,4,1,1,1,1,328,70,3
2,4,1,4,1,4,1037,54,3
1,4,1,4,1,4,3514,27,3
2,2,0,2,1,3,158,33,2
1,1,1,3,0,3,541,51,3
4,4,0,5,1,4,587,52,1
1,5,1,4,1,4,3980,39,3
4,4,1,4,1,5,192,42,2
1,1,1,4,0,4,599,33,3
2,5,1,4,1,3,552,41,3
2,2,1,2,0,3,533,28,1
3,3,0,3,1,4,2342,22,1
3,3,1,2,0,2,612,20,1
3,4,1,4,1,5,667,45,3
2,2,1,2,1,2,967,49,1
0,5,1,3,1,4,3621,45,3
4,5,1,3,1,5,3609,55,3
4,4,1,4,1,5,226,39,1
2,5,1,2,1,5,1732,34,3
3,4,1,4,1,2,551,25,3
1,4,1,4,1,5,2040,44,3
3,5,1,5,1,1,544,31,3
3,3,0,1,1,4,1440,11,1
5,5,1,4,1,4,2332,53,3
3,3,0,3,1,3,1083,11,2
1,2,0,1,1,3,297,32,1
4,4,1,4,1,2,1250,30,1
2,2,0,1,1,1,414,20,1
2,2,0,1,1,2,1096,37,1
3,5,1,5,1,4,2177,31,3
2,4,1,4,1,4,1448,26,3
1,3,1,1,1,2,337,51,1
2,2,0,4,1,4,353,11,1
2,2,0,1,1,3,1597,16,1
5,5,1,4,0,5,651,22,3
4,3,0,2,1,1,2676,57,3
3,3,1,3,0,1,427,25,1
4,4,0,4,1,4,583,22,1
0,1,1,4,1,5,399,31,2
4,4,1,4,1,2,651,23,3
5,5,0,3,1,2,135,7,3
3,3,1,3,1,3,2615,25,3
2,2,0,1,1,2,762,63,1
4,4,1,4,1,4,2590,9,3
2,5,0,3,1,3,404,69,1
2,2,0,3,1,3,370,30,1
2,2,0,1,1,4,682,30,1
5,5,1,3,1,4,2125,50,3
3,5,1,5,1,5,1773,41,3
0,4,1,4,1,3,327,47,3
3,3,1,3,1,1,711,54,1
4,4,0,3,1,3,1620,17,1
4,4,0,3,1,2,546,23,1
3,4,1,3,1,2,304,38,3
3,3,1,1,0,2,359,36,1
2,5,0,3,1,5,888,57,1
1,1,1,1,0,4,1158,24,1
5,4,1,4,1,1,1821,37,3
3,3,0,3,1,3,541,14,1
2,5,1,5,1,3,612,59,3
2,5,1,5,1,5,240,56,3
0,0,0,5,1,3,1009,25,1
2,5,1,5,1,5,3714,33,3
3,3,1,4,0,1,413,25,1
4,4,1,5,0,5,1235,29,3
1,1,0,3,1,3,223,9,1
3,3,0,4,1,1,1504,41,1
3,3,0,3,1,1,728,10,1
1,5,1,5,1,5,3556,45,3
2,4,0,3,1,5,1037,57,3
1,0,0,2,1,5,674,40,1
1,1,1,1,1,4,533,25,3
2,4,1,5,1,5,1601,52,3
2,4,1,1,1,1,89,35,3
5,4,1,4,1,5,3732,53,3
4,5,0,2,1,1,354,51,1
2,5,1,4,1,3,1712,37,3
5,4,1,4,1,4,2684,44,3
2,1,1,4,0,5,651,28,3
3,3,1,3,1,2,316,34,3
2,4,1,5,1,4,3131,48,3
3,3,1,4,0,3,719,27,1
0,5,1,4,1,4,272,57,3
2,2,0,5,1,4,1117,67,1
2,3,0,2,1,3,721,68,1
0,5,1,4,1,5,331,50,3
3,3,0,2,1,4,1028,52,1
0,0,1,5,0,3,630,25,3
3,2,1,3,1,1,3612,46,3
5,4,1,4,1,3,1874,17,3
3,3,1,3,1,4,395,23,3
2,1,0,2,1,5,2174,40,1
3,3,0,5,1,4,175,42,1
1,1,0,1,1,4,588,38,1
2,2,1,4,0,4,1790,13,1
3,3,0,2,1,3,678,52,2
3,3,1,3,1,2,467,39,2
5,4,1,4,1,3,1617,43,3
3,3,1,3,1,1,2676,50,1
2,2,0,4,1,4,1028,8,1
3,3,0,1,1,4,139,8,1
3,3,1,3,1,4,2087,39,3
1,3,1,1,1,3,1642,59,3
2,5,0,1,1,3,930,49,1
1,4,1,4,1,3,1874,29,3
4,4,1,4,1,2,797,44,1
2,3,0,1,1,1,446,67,1
3,3,1,5,0,4,483,20,1
4,4,1,2,1,4,689,62,1
5,5,1,5,1,5,669,23,2
3,4,0,2,1,1,1430,62,1
4,4,0,2,1,3,833,54,1
3,0,0,3,1,3,231,39,2
3,3,1,3,0,4,862,47,1
1,3,1,1,1,4,846,43,1
2,5,1,5,1,1,397,24,3
5,5,1,5,1,3,404,39,2
3,4,1,2,1,3,2193,59,3
4,5,1,3,1,5,1836,41,3
4,4,1,4,0,3,231,32,3
2,2,0,5,1,5,299,51,1
2,2,0,1,1,4,677,24,1
4,5,1,5,1,3,1506,35,3
3,4,0,4,1,3,106,44,1
1,3,1,1,1,3,164,72,1
1,5,1,3,1,5,1556,23,3
5,3,1,5,1,4,2442,59,3
2,2,0,4,1,1,1892,9,1
1,1,1,1,1,2,1587,44,3
2,2,1,1,0,1,1067,29,1
4,4,1,2,1,4,1590,42,3
1,1,0,1,1,5,316,64,1
4,5,1,4,1,4,3892,43,3
3,3,0,5,1,5,1943,24,1
4,4,1,3,1,5,2699,53,3
3,3,0,1,1,2,874,27,1
1,1,1,1,0,1,304,58,1
2,2,0,4,1,5,1235,50,1
2,2,1,4,0,2,1455,35,1
5,2,1,4,1,4,507,44,3
4,4,0,1,1,5,2139,15,3
4,5,1,4,1,4,2603,58,3
4,4,0,4,1,3,1222,54,1
1,1,0,4,1,4,272,26,1
0,5,0,4,1,4,432,41,2
1,5,1,5,1,3,3743,45,3
5,5,0,2,1,5,1183,31,1
4,4,1,4,1,3,67,32,1
5,4,1,4,1,4,1746,50,3
4,5,1,5,1,3,850,17,3
2,5,0,4,1,2,991,52,1
2,4,1,5,1,3,2299,50,3
3,4,0,2,1,3,579,65,1
5,4,1,5,1,3,3705,49,3
1,5,0,2,1,5,293,42,3
3,3,1,3,1,3,689,36,2
5,4,1,5,1,3,2388,42,3
1,4,1,1,1,2,1444,48,1
5,5,1,2,0,5,119,26,1
2,2,1,2,1,1,964,55,1
2,2,1,2,1,3,162,28,3
2,2,0,5,1,3,1299,22,1
4,4,1,2,0,3,2402,22,3
4,4,1,2,0,5,1013,20,1
5,4,1,5,1,5,259,38,2
1,1,0,4,1,3,158,23,1
1,1,1,3,0,4,594,21,1
3,3,1,3,1,4,1086,49,1
2,2,1,5,0,4,624,29,3
1,1,0,4,1,3,488,9,1
1,1,1,4,0,3,862,37,1
0,5,0,3,1,5,627,65,1
1,1,0,3,1,4,226,14,3
2,2,1,2,0,4,399,25,3
3,4,0,1,1,1,951,13,1
3,3,0,4,1,3,1522,25,1
2,2,0,3,1,1,481,55,1
1,5,1,4,1,3,2274,56,3
2,5,1,2,1,3,373,56,3
4,2,1,5,1,2,2285,48,3
4,4,1,4,1,2,692,24,1
1,5,1,5,1,4,3888,23,3
3,3,0,2,1,4,158,26,1
2,4,1,4,1,5,3376,43,3
2,4,1,4,1,2,3876,31,3
0,5,1,2,1,4,1731,41,3
5,5,1,5,1,4,846,46,3
3,3,0,5,1,4,594,34,1
3,3,1,3,1,1,1010,55,1
2,2,1,1,0,1,365,33,1
4,5,1,5,0,5,588,9,3
0,0,1,4,0,3,936,23,1
5,5,1,3,0,2,1117,13,1
5,5,0,3,1,4,416,40,1
2,5,1,4,1,5,2949,39,3
3,3,0,3,1,4,1440,14,3
1,5,0,1,1,4,1211,45,1
2,4,0,4,1,4,1010,55,1
3,3,1,5,1,1,2101,34,3
4,3,1,4,1,4,488,49,1
2,5,1,4,1,5,2721,57,3
3,4,0,5,1,4,1428,48,2
2,5,1,5,1,4,2589,21,3
4,4,1,4,1,3,77,49,1
2,2,0,5,1,2,323,27,1
4,3,1,4,1,1,108,54,1
5,4,1,4,1,5,3612,29,3
4,4,1,5,0,3,528,24,1
2,4,1,2,1,4,551,49,3
2,3,1,5,1,4,2704,40,3
3,3,1,4,0,5,2640,27,1
2,2,1,1,1,4,781,47,1
4,5,1,4,1,5,597,54,3
3,3,1,3,1,1,2067,43,3
3,5,1,5,1,1,3372,20,3
3,3,0,3,1,2,594,16,1
3,3,0,3,1,3,402,7,2
5,5,1,4,0,3,717,23,3
0,5,0,2,1,5,164,68,1
2,4,1,2,1,5,2133,42,3
3,5,1,4,1,5,3512,42,3
2,4,1,3,1,5,3835,53,3
4,3,1,5,1,1,3695,68,3
2,2,1,2,1,1,859,44,3
3,3,0,1,1,3,1506,13,2
4,4,1,3,1,1,259,33,3
2,2,1,5,0,4,896,26,1
1,3,0,1,1,4,507,53,1
4,0,0,2,1,3,134,46,1
3,4,1,4,1,5,1735,52,3
2,4,0,4,1,2,1199,60,1
3,5,0,4,1,3,304,8,1
4,2,0,1,1,4,1201,46,1
2,2,1,2,0,2,315,45,1
3,3,0,5,0,3,446,63,1
3,3,1,2,0,4,1020,25,3
2,2,1,2,1,5,542,43,1
5,3,1,5,1,5,950,35,3
1,3,1,1,1,4,2652,59,3
3,4,0,3,1,3,293,13,1
2,2,1,2,1,2,373,25,2
2,2,1,3,0,5,1183,26,3
3,3,0,2,1,4,1587,9,1
4,4,1,4,1,3,341,42,1
1,1,0,3,1,2,805,28,1
2,2,1,3,0,4,678,30,3
2,2,0,4,1,4,927,30,1
3,3,1,2,0,4,607,33,3
4,4,0,4,1,1,601,34,2
2,4,1,5,1,4,290,44,3
3,3,0,5,1,3,229,41,1
4,4,1,3,1,4,503,54,3
1,1,0,1,1,3,794,12,1
5,5,1,5,1,2,651,31,2
3,0,0,5,1,3,250,26,1
4,4,0,2,1,2,696,44,1
3,4,0,2,1,4,950,59,1
5,1,1,3,0,1,408,42,3
3,3,1,3,1,2,2520,41,3
1,2,1,2,1,5,628,31,3
1,1,1,2,0,3,436,23,1
3,4,1,4,1,4,2312,43,3
3,3,1,1,0,3,1089,27,3
1,1,1,2,0,5,920,38,3
4,4,1,4,1,3,2944,52,3
2,2,1,1,0,5,669,25,1
1,1,1,3,0,3,425,36,3
1,4,1,4,1,3,2641,72,3
5,4,1,4,1,1,853,25,3
2,2,1,2,1,3,676,57,1
5,1,1,5,1,1,160,60,1
2,2,1,2,0,5,733,36,3
2,2,0,4,1,3,459,17,1
3,4,1,3,1,2,957,47,1
1,4,1,5,1,4,1776,41,3
4,4,1,5,0,3,2125,46,3
4,4,0,2,1,5,166,55,1
4,4,0,5,1,5,337,37,1
3,3,1,3,1,4,2717,12,3
2,2,1,5,0,1,404,22,1
4,4,1,5,1,4,1310,43,3
2,1,0,2,1,4,691,16,2
2,2,0,3,1,5,631,41,1
2,4,1,4,1,4,2105,44,3
4,4,1,5,1,4,3459,48,3
1,2,1,1,1,1,1524,59,3
3,3,0,2,1,5,89,26,1
3,3,1,4,0,1,584,27,1
4,5,1,5,1,5,328,33,1
2,2,0,5,1,4,237,41,1
5,5,0,3,1,4,671,11,3
4,4,1,3,1,4,696,52,1
2,5,0,4,1,5,667,50,1
3,3,1,4,0,2,259,25,1
1,1,1,4,1,4,1220,47,3
5,5,1,5,1,5,2586,53,3
2,2,0,1,1,5,1620,8,1
1,4,1,4,1,4,2511,59,3
2,2,1,3,0,2,761,29,1
1,5,1,5,1,4,1085,58,3
4,5,0,5,1,5,373,53,1
1,1,0,5,1,3,606,34,1
2,2,1,2,1,3,295,24,1
3,3,1,5,0,4,990,8,2
2,2,1,5,0,1,835,25,1
3,4,1,3,0,4,268,34,3
2,4,1,4,1,4,589,29,3
2,2,1,2,1,1,86,53,1
1,4,1,4,1,3,3718,26,3
2,4,1,4,1,5,3382,52,3
3,2,0,2,1,4,1046,9,1
5,5,1,5,1,2,518,50,2
3,4,0,1,1,4,1919,63,1
2,2,1,2,1,3,1009,26,1
3,1,1,4,1,2,2027,38,3
5,5,1,4,1,3,1916,43,3
3,3,0,1,1,1,347,28,2
2,2,1,2,0,1,1045,24,1
3,3,1,3,1,4,102,49,2
2,3,0,3,1,5,2615,56,1
2,2,0,4,1,3,528,28,1
4,2,1,5,0,2,1089,22,1
3,4,1,2,1,4,3655,48,3
1,4,1,1,1,3,303,37,3
2,3,1,2,1,1,404,37,3
5,5,1,4,0,4,1364,19,1
4,4,1,4,1,3,417,51,1
4,5,1,5,0,1,591,36,1
3,3,1,5,0,4,427,37,3
2,3,1,2,1,2,2898,47,3
3,3,0,4,1,5,674,47,1
1,4,0,3,1,4,1471,59,1
4,2,1,3,1,3,107,48,3
3,2,0,4,1,3,1144,26,1
1,1,0,2,1,5,1590,66,1
4,4,1,4,1,5,1892,55,3
1,1,0,2,1,5,83,19,1
5,5,0,4,1,4,950,13,1
4,4,1,4,1,2,1368,23,3
5,4,1,4,1,3,342,38,3
3,5,1,4,1,2,2149,59,3
1,1,1,1,0,3,258,20,1
4,4,1,2,0,1,196,23,1
5,5,1,4,1,3,657,47,3
1,5,1,4,1,3,2706,55,3
1,4,1,5,1,4,3975,44,3
2,2,1,2,1,2,2028,51,3
3,5,1,4,1,3,1262,58,3
3,3,0,5,1,4,1521,39,1
1,1,1,5,0,4,328,37,1
2,4,1,2,1,1,1488,59,3
1,1,1,3,1,1,2475,52,3
3,3,1,5,0,3,1171,54,3
3,3,0,2,1,5,1121,51,1
2,2,1,3,0,4,1217,50,1
2,3,1,2,1,2,3190,35,3
1,5,1,4,1,3,3163,45,3
2,2,1,4,0,1,526,59,1
4,4,0,3,1,4,1590,25,1
5,1,1,4,1,3,231,59,3
5,5,1,4,1,4,3829,50,3
3,3,0,4,1,5,857,36,1
1,5,1,5,1,5,946,16,3
5,2,0,4,1,3,577,28,1
4,4,1,1,0,2,491,25,1
4,4,1,4,0,3,859,27,3
3,3,1,3,1,3,829,29,2
2,4,1,4,1,4,2119,52,3
3,3,0,1,1,5,501,36,1
5,5,0,3,1,3,296,46,1
1,2,1,3,0,4,541,36,3
5,5,1,5,1,4,2301,45,3
2,5,0,4,1,4,341,62,3
2,2,0,1,1,3,547,65,1
3,4,1,4,1,5,2544,47,3
3,3,1,2,0,4,134,36,2
2,2,1,2,0,4,1024,22,1
2,1,1,2,1,3,2292,41,3
4,3,1,2,1,4,129,37,3
0,0,0,3,1,4,192,28,1
3,5,1,5,1,4,3823,28,3
1,1,1,1,1,3,1851,59,1
1,1,1,3,0,4,1075,29,1
1,3,0,1,1,1,282,61,1
3,5,1,5,1,5,3198,24,3
2,5,1,5,1,4,669,48,3
2,2,0,2,1,1,787,55,1
2,5,1,5,1,5,3836,20,3
1,1,1,4,0,4,216,36,3
4,4,1,4,1,4,1807,49,3
2,2,0,1,1,4,1428,30,1
3,3,0,2,1,2,707,30,1
2,4,1,2,1,2,187,61,1
5,2,1,3,1,2,2342,22,3
3,5,1,4,1,3,862,43,3
4,4,0,4,1,3,453,57,1
1,4,1,4,1,3,1620,42,3
1,4,1,2,1,3,2512,57,3
5,5,1,1,0,2,412,25,1
2,2,1,4,0,2,700,43,1
4,4,1,4,1,5,1721,53,1
3,3,1,3,1,1,214,38,3
2,2,1,3,0,1,143,22,1
2,2,0,5,1,1,954,14,2
4,4,1,4,1,3,3467,39,3
4,3,0,2,1,3,1362,50,1
3,3,1,2,0,2,531,80,3
1,4,1,1,1,3,2627,72,3
2,4,1,3,1,4,640,51,3
3,2,1,5,1,4,158,65,3
3,4,1,2,1,3,164,46,2
3,5,0,4,1,3,689,48,1
3,3,0,2,1,1,1400,58,1
2,2,0,4,1,4,813,63,1
4,4,1,4,1,2,680,31,1
3,4,1,5,0,4,843,23,1
1,4,1,3,1,5,3144,32,3
1,5,1,4,1,4,541,43,3
5,2,1,5,1,4,67,54,1
4,3,1,4,1,3,771,68,2
4,5,1,3,0,3,417,38,3
2,2,0,2,1,4,187,17,1
4,5,1,5,1,3,544,55,3
4,5,0,1,1,3,1014,54,1
1,1,0,5,1,4,119,48,1
2,2,0,4,1,4,397,52,1
3,4,0,2,1,5,1105,57,1
3,3,1,3,1,4,1313,53,1
1,1,1,1,1,4,1911,30,3
2,2,0,2,1,3,669,44,1
2,2,1,2,1,1,2099,21,3
3,4,0,4,1,4,2586,24,3
1,4,1,5,1,3,772,53,3
1,3,0,2,1,5,125,64,1
2,2,0,2,1,2,954,9,1
1,5,1,4,1,5,226,60,3
1,1,0,4,1,4,2237,54,1
1,4,1,4,1,4,484,54,3
2,2,1,3,0,2,2402,26,2
4,4,1,4,1,4,2141,47,3
1,4,1,5,1,3,2163,41,3
3,3,1,3,1,4,1609,53,1
2,2,1,5,0,2,651,27,1
1,1,1,1,1,2,3634,61,3
2,4,1,5,1,3,1587,50,3
4,4,1,3,0,4,401,58,3
3,5,1,3,1,4,3598,70,3
3,3,1,4,0,2,209,25,1
3,3,1,3,1,1,957,47,1
5,5,1,5,1,5,872,47,1
2,2,1,4,0,2,323,26,1
2,2,0,4,1,2,946,27,1
4,4,0,2,1,2,411,22,1
2,4,0,1,1,4,1299,45,1
4,4,1,4,0,4,1242,20,3
5,4,1,4,1,4,2092,32,3
2,4,1,4,1,1,3686,27,3
2,2,0,4,1,2,204,23,1
4,4,0,4,1,3,859,15,1
0,5,1,5,1,3,237,52,3
4,5,1,5,1,3,1299,36,3
1,1,1,4,0,3,253,42,1
1,2,0,3,1,2,1044,60,1
2,2,0,4,1,4,1428,23,2
5,5,1,5,1,1,352,56,1
1,4,1,1,0,4,319,47,1
3,5,0,4,1,4,337,55,3
3,3,0,4,1,3,1107,30,1
2,5,0,3,1,4,551,58,1
4,4,1,4,1,4,447,55,1
3,5,1,4,1,3,101,43,3
2,4,1,5,1,4,3685,55,3
2,2,1,3,0,5,419,38,3
2,2,1,5,0,4,240,23,1
4,2,1,4,1,5,1448,43,1
4,1,1,5,1,4,925,48,1
4,4,1,4,1,4,2690,62,3
5,3,1,4,1,3,3479,51,3
3,3,1,3,1,3,1262,42,2
1,1,0,5,1,3,918,9,1
2,2,1,4,0,4,177,27,1
3,3,0,3,1,4,337,27,1
1,1,0,4,1,5,1744,9,1
5,5,1,4,0,4,1618,27,3
1,4,0,5,1,3,1237,45,2
4,4,1,4,1,3,630,52,3
1,3,1,2,1,1,3720,51,3
5,4,1,5,1,5,534,54,2
2,4,1,5,1,4,181,60,3
4,4,1,4,1,5,236,33,1
4,4,1,4,1,4,695,49,1
1,0,0,4,1,1,1012,9,1
4,4,0,2,1,3,645,12,1
2,4,1,5,1,3,3979,49,3
3,5,1,5,1,4,3810,35,3
2,5,1,2,1,4,453,54,3
2,2,0,2,1,2,883,10,1
2,2,0,1,1,5,247,14,1
2,2,0,4,1,3,460,14,1
4,5,1,4,1,5,3618,45,3
2,1,0,1,1,3,426,34,1
1,3,0,2,1,3,895,57,1
5,4,1,5,1,5,2031,54,3
3,3,1,1,0,4,411,58,1
4,4,1,4,1,2,803,56,1
3,3,1,3,0,4,721,23,1
4,3,1,4,1,3,3871,66,3
3,1,1,3,1,1,1551,42,3
1,1,1,1,1,1,337,39,1
3,4,1,3,1,4,226,41,3
2,2,1,3,1,1,1189,47,1
5,3,1,5,1,1,229,53,3
2,4,0,1,1,3,191,52,3
2,4,1,5,1,5,3532,42,3
3,3,0,5,1,4,563,50,1
4,4,1,4,0,2,1133,27,3
